first_name,last_name,id,market_value,market_value_trend,team_id,date
Grischa,Prömel,1671,17264471.0,1,14,2022-07-26 15:08:53.359394
Pavel,Kaderábek,1726,8964304.0,1,14,2022-07-26 15:08:53.359394
Jacob,Bruun Larsen,1781,3188077.0,2,14,2022-07-26 15:08:53.359394
Andrej,Kramaric,1815,33306968.0,1,14,2022-07-26 15:08:53.359394
Dennis,Geiger,1990,7024447.0,2,14,2022-07-26 15:08:53.359394
Stefan,Posch,2006,9375020.0,1,14,2022-07-26 15:08:53.359394
Christoph,Baumgartner,2275,14714507.0,1,14,2022-07-26 15:08:53.359394
Ozan,Kabak,2373,2979096.0,1,14,2022-07-26 15:08:53.359394
David,Raum,2522,32635764.0,1,14,2022-07-26 15:08:53.359394
Philipp,Pentke,2532,500093.0,0,14,2022-07-26 15:08:53.359394
Finn,Becker,2596,3958273.0,1,14,2022-07-26 15:08:53.359394
Angelo,Stiller,2694,4087814.0,2,14,2022-07-26 15:08:53.359394
Robert,Skov,2717,3086338.0,2,14,2022-07-26 15:08:53.359394
Diadie,Samassékou,2737,6055268.0,2,14,2022-07-26 15:08:53.359394
Melayro,Bogarde,2763,3129412.0,1,14,2022-07-26 15:08:53.359394
Munas,Dabbur,2768,3917672.0,2,14,2022-07-26 15:08:53.359394
Luca,Philipp,2852,514697.0,0,14,2022-07-26 15:08:53.359394
Marco,John,2927,498703.0,0,14,2022-07-26 15:08:53.359394
Georginio,Rutter,2949,11682675.0,1,14,2022-07-26 15:08:53.359394
Justin Isiah,Che,3186,490381.0,0,14,2022-07-26 15:08:53.359394
Christoph,Kramer,8,2789357.0,2,15,2022-07-26 15:08:53.359394
Jonas,Hofmann,78,33316131.0,1,15,2022-07-26 15:08:53.359394
Tony,Jantschke,387,497011.0,2,15,2022-07-26 15:08:53.359394
Lars,Stindl,393,16287887.0,1,15,2022-07-26 15:08:53.359394
Patrick,Herrmann,547,2454699.0,2,15,2022-07-26 15:08:53.359394
Marvin,Friedrich,1223,11974727.0,2,15,2022-07-26 15:08:53.359394
Tobias,Sippel,1387,1020252.0,2,15,2022-07-26 15:08:53.359394
Yann,Sommer,1568,17051566.0,1,15,2022-07-26 15:08:53.359394
Nico,Elvedi,1686,12281828.0,2,15,2022-07-26 15:08:53.359394
Mamadou,Doucouré,1876,506404.0,0,15,2022-07-26 15:08:53.359394
Louis,Beyer,2193,4025307.0,2,15,2022-07-26 15:08:53.359394
Florian,Neuhaus,2261,23339957.0,1,15,2022-07-26 15:08:53.359394
Alassane,Plea,2288,26303000.0,1,15,2022-07-26 15:08:53.359394
Torben,Müsel,2324,3071047.0,1,15,2022-07-26 15:08:53.359394
Stefan,Lainer,2644,9228539.0,2,15,2022-07-26 15:08:53.359394
Hannes,Wolf,2655,4308769.0,1,15,2022-07-26 15:08:53.359394
Marcus,Thuram,2704,12608613.0,1,15,2022-07-26 15:08:53.359394
Ramy,Bensebaini,2736,18684185.0,2,15,2022-07-26 15:08:53.359394
Conor,Noß,2756,485373.0,0,15,2022-07-26 15:08:53.359394
Luca,Netz,2799,4249288.0,2,15,2022-07-26 15:08:53.359394
Rocco,Reitz,2897,499637.0,0,15,2022-07-26 15:08:53.359394
Joseph,Scally,2941,6343002.0,1,15,2022-07-26 15:08:53.359394
Emmanuel Kouadio,Koné,3011,16652219.0,1,15,2022-07-26 15:08:53.359394
Yvandro,Borges Sanches,3090,4459720.0,1,15,2022-07-26 15:08:53.359394
Ko,Itakura,3129,11925415.0,1,15,2022-07-26 15:08:53.359394
Oscar,Fraulo,3503,505558.0,0,15,2022-07-26 15:08:53.359394
Christian,Mathenia,166,13364497.0,2,16,2022-07-26 15:08:53.359394
Johannes,Geis,606,11246331.0,2,16,2022-07-26 15:08:53.359394
Jan,Gyamerah,859,9461556.0,2,16,2022-07-26 15:08:53.359394
Florian,Hübner,1501,4393016.0,1,16,2022-07-26 15:08:53.359394
Enrico,Valentini,1517,8937487.0,2,16,2022-07-26 15:08:53.359394
Christopher,Schindler,1528,10680152.0,2,16,2022-07-26 15:08:53.359394
Mats,Daehli,1647,13471506.0,2,16,2022-07-26 15:08:53.359394
Tim,Handwerker,2088,13254661.0,1,16,2022-07-26 15:08:53.359394
Manuel,Wintzheimer,2098,4668394.0,2,16,2022-07-26 15:08:53.359394
Pascal,Köpke,2234,1533545.0,2,16,2022-07-26 15:08:53.359394
Taylan,Duman,2259,5841674.0,2,16,2022-07-26 15:08:53.359394
Christoph,Daferner,2389,10548465.0,2,16,2022-07-26 15:08:53.359394
Felix,Lohkemper,2425,2007268.0,2,16,2022-07-26 15:08:53.359394
Lino,Tempelmann,2732,10154928.0,2,16,2022-07-26 15:08:53.359394
Jens,Castrop,2862,1597290.0,1,16,2022-07-26 15:08:53.359394
Sadik,Fofana,3121,2066309.0,1,16,2022-07-26 15:08:53.359394
Carl,Klaus,3364,495388.0,2,16,2022-07-26 15:08:53.359394
Erik,Shuranov,3368,4275840.0,2,16,2022-07-26 15:08:53.359394
Fabian,Nürnberger,3369,9236172.0,1,16,2022-07-26 15:08:53.359394
Lukas,Schleimer,3370,3093161.0,2,16,2022-07-26 15:08:53.359394
Erik,Wekesser,3379,8717674.0,2,16,2022-07-26 15:08:53.359394
Kwadwo,Duah,3527,10428868.0,1,16,2022-07-26 15:08:53.359394
Sebastian,Kerk,167,14125895.0,2,17,2022-07-26 15:08:53.359394
Ron-Robert,Zieler,417,11649651.0,2,17,2022-07-26 15:08:53.359394
Julian,Börner,1139,11111764.0,2,17,2022-07-26 15:08:53.359394
Havard,Nielsen,1198,9635192.0,1,17,2022-07-26 15:08:53.359394
Sebastian,Ernst,1587,6112243.0,2,17,2022-07-26 15:08:53.359394
Jannik,Dehm,1679,6603829.0,1,17,2022-07-26 15:08:53.359394
Sebastian,Stolze,1729,2459988.0,2,17,2022-07-26 15:08:53.359394
Cedric,Teuchert,1842,4522210.0,2,17,2022-07-26 15:08:53.359394
Phil,Neumann,1952,11358373.0,2,17,2022-07-26 15:08:53.359394
Max,Besuschkow,1982,12217706.0,2,17,2022-07-26 15:08:53.359394
Leo,Weinkauf,2018,642588.0,2,17,2022-07-26 15:08:53.359394
Hendrik,Weydandt,2338,4685736.0,2,17,2022-07-26 15:08:53.359394
Louis,Schaub,2409,10604940.0,2,17,2022-07-26 15:08:53.359394
Maximilian,Beier,2714,8399357.0,2,17,2022-07-26 15:08:53.359394
Fabian,Kunze,2821,6294192.0,2,17,2022-07-26 15:08:53.359394
Luka,Krajnc,2909,3225795.0,2,17,2022-07-26 15:08:53.359394
António,Fóti,3202,1964698.0,2,17,2022-07-26 15:08:53.359394
Nicolò,Tresoldi,3261,771765.0,2,17,2022-07-26 15:08:53.359394
Tim,Walbrecht,3264,493293.0,0,17,2022-07-26 15:08:53.359394
Gaël  Bella,Ondoua,3265,4243088.0,2,17,2022-07-26 15:08:53.359394
Sei,Muroya,3266,4025273.0,2,17,2022-07-26 15:08:53.359394
Derrick Arthur,Köhn,3453,8342812.0,1,17,2022-07-26 15:08:53.359394
Enzo,Leopold,3516,1423681.0,2,17,2022-07-26 15:08:53.359394
Ekin,Celebi,3517,1936846.0,2,17,2022-07-26 15:08:53.359394
Dominik,Kohr,60,5450298.0,1,18,2022-07-26 15:08:53.359394
Stefan,Bell,550,10590014.0,1,18,2022-07-26 15:08:53.359394
Danny,Da Costa,1540,3456997.0,2,18,2022-07-26 15:08:53.359394
Robin,Zentner,1590,14321597.0,1,18,2022-07-26 15:08:53.359394
Alexander,Hack,1789,13014552.0,1,18,2022-07-26 15:08:53.359394
Karim,Onisiwo,1804,13413184.0,1,18,2022-07-26 15:08:53.359394
Aymane,Barkok,1971,1999299.0,2,18,2022-07-26 15:08:53.359394
Finn,Dahmen,2195,680358.0,2,18,2022-07-26 15:08:53.359394
Jonathan,Burkardt,2255,20925491.0,1,18,2022-07-26 15:08:53.359394
Anderson-Lenda,Lucoqui,2260,818432.0,2,18,2022-07-26 15:08:53.359394
Aarón,Martín,2322,4913134.0,2,18,2022-07-26 15:08:53.359394
Leandro,Barreiro Martins,2335,4926797.0,2,18,2022-07-26 15:08:53.359394
Issah,Abass,2348,501853.0,0,18,2022-07-26 15:08:53.359394
Jae-Sung,Lee,2476,3480261.0,2,18,2022-07-26 15:08:53.359394
Maxim,Leitsch,2515,8048247.0,1,18,2022-07-26 15:08:53.359394
Marcus,Ingvartsen,2642,2086003.0,2,18,2022-07-26 15:08:53.359394
Edimilson,Fernandes,2643,522074.0,2,18,2022-07-26 15:08:53.359394
Niklas,Tauer,2891,876987.0,2,18,2022-07-26 15:08:53.359394
Matondo-Merveille,Papela,2893,488949.0,0,18,2022-07-26 15:08:53.359394
Anton,Stach,2987,14817404.0,1,18,2022-07-26 15:08:53.359394
Lasse Finn,Rieß,3013,501836.0,0,18,2022-07-26 15:08:53.359394
Silvan Dominic,Widmer,3041,12571298.0,1,18,2022-07-26 15:08:53.359394
Delano,Burgzorg,3195,1261051.0,2,18,2022-07-26 15:08:53.359394
Anthony,Caci,3470,6188494.0,1,18,2022-07-26 15:08:53.359394
Angelo,Fulgini,3564,9452057.0,2,18,2022-07-26 15:08:53.359394
Branimir,Hrgota,84,15944950.0,1,19,2022-07-26 15:08:53.359394
Julian,Green,1187,7146805.0,1,19,2022-07-26 15:08:53.359394
Gideon,Jung,1604,2798645.0,2,19,2022-07-26 15:08:53.359394
Jeremy,Dudziak,1657,7021423.0,2,19,2022-07-26 15:08:53.359394
Max,Christiansen,1693,7764245.0,1,19,2022-07-26 15:08:53.359394
Timothy,Tillman,1932,10677585.0,1,19,2022-07-26 15:08:53.359394
Gian-Luca,Itter,2009,5582366.0,2,19,2022-07-26 15:08:53.359394
Jetro,Willems,2121,6973678.0,2,19,2022-07-26 15:08:53.359394
Simon,Asta,2198,7340611.0,1,19,2022-07-26 15:08:53.359394
Tobias,Raschl,2368,7008760.0,2,19,2022-07-26 15:08:53.359394
Sebastian,Griesbeck,2432,8520455.0,2,19,2022-07-26 15:08:53.359394
Nils,Seufert,2509,1595262.0,2,19,2022-07-26 15:08:53.359394
Leon,Schaffran,2544,693486.0,2,19,2022-07-26 15:08:53.359394
Ragnar,Ache,2855,7164214.0,1,19,2022-07-26 15:08:53.359394
Armindo,Sieb,2922,5052226.0,2,19,2022-07-26 15:08:53.359394
Sidney,Raebiger,2976,3816399.0,2,19,2022-07-26 15:08:53.359394
Dickson,Abiama,2982,5800557.0,1,19,2022-07-26 15:08:53.359394
Marco,Meyerhöfer,2985,4366517.0,2,19,2022-07-26 15:08:53.359394
Lasse,Schulz,2986,507564.0,0,19,2022-07-26 15:08:53.359394
Robin Luca,Kehr,2989,502301.0,2,19,2022-07-26 15:08:53.359394
Afimico,Pululu,3174,2341728.0,2,19,2022-07-26 15:08:53.359394
Andreas Christopher,Linde,3179,10142653.0,2,19,2022-07-26 15:08:53.359394
Oliver,Fobassam Nawe,3215,496728.0,2,19,2022-07-26 15:08:53.359394
Oussama,Haddadi,3506,6090697.0,1,19,2022-07-26 15:08:53.359394
Lucien,Littbarski,3507,1032892.0,1,19,2022-07-26 15:08:53.359394
Devin,Angleberger,3551,525853.0,1,19,2022-07-26 15:08:53.359394
Marc-Oliver,Kempf,99,11824466.0,2,20,2022-07-26 15:08:53.359394
Marvin,Plattenhardt,600,6802372.0,1,20,2022-07-26 15:08:53.359394
Peter,Pekarík,693,3462537.0,2,20,2022-07-26 15:08:53.359394
Vladimir,Darida,748,3968132.0,2,20,2022-07-26 15:08:53.359394
Kevin-Prince,Boateng,749,3489822.0,2,20,2022-07-26 15:08:53.359394
Davie,Selke,1183,3910967.0,2,20,2022-07-26 15:08:53.359394
Rune,Jarstein,1196,1325182.0,2,20,2022-07-26 15:08:53.359394
Maximilian,Mittelstädt,1664,4155171.0,2,20,2022-07-26 15:08:53.359394
Suat,Serdar,1790,9132996.0,1,20,2022-07-26 15:08:53.359394
Marco,Richter,2092,3774826.0,2,20,2022-07-26 15:08:53.359394
Dodi,Lukebakio Ngandoli,2308,4305386.0,2,20,2022-07-26 15:08:53.359394
Jonjoe,Kenny,2640,7797423.0,1,20,2022-07-26 15:08:53.359394
Dedryck,Boyata,2676,5738800.0,2,20,2022-07-26 15:08:53.359394
Krzysztof,Piatek,2780,2826357.0,2,20,2022-07-26 15:08:53.359394
Jessic,Ngankam,2791,1654870.0,2,20,2022-07-26 15:08:53.359394
Márton,Dárdai,2796,1348508.0,2,20,2022-07-26 15:08:53.359394
Lucas,Tousart,2814,2708206.0,2,20,2022-07-26 15:08:53.359394
Deyovaisio,Zeefuik,2867,2188199.0,1,20,2022-07-26 15:08:53.359394
Omar,Alderete,2916,501578.0,2,20,2022-07-26 15:08:53.359394
Stevan,Jovetić,3088,4488717.0,2,20,2022-07-26 15:08:53.359394
Linus,Gechter,3097,1407560.0,2,20,2022-07-26 15:08:53.359394
Oliver,Christensen,3133,4615138.0,1,20,2022-07-26 15:08:53.359394
Jurgen,Ekkelenkamp,3135,1856688.0,2,20,2022-07-26 15:08:53.359394
Myziane,Maolida,3145,816781.0,2,20,2022-07-26 15:08:53.359394
Fredrik André,Bjørkan,3173,495589.0,0,20,2022-07-26 15:08:53.359394
Dong-Jun,Lee,3198,502951.0,0,20,2022-07-26 15:08:53.359394
Kélian,Nsona,3199,491721.0,0,20,2022-07-26 15:08:53.359394
Filip,Uremovic,3486,999909.0,2,20,2022-07-26 15:08:53.359394
Ivan,Sunjic,3540,3082105.0,2,20,2022-07-26 15:08:53.359394
Chidera,Ejuke,3565,5602945.0,1,20,2022-07-26 15:08:53.359394
Robin,Krauße,865,3040860.0,2,21,2022-07-26 15:08:53.359394
Michael,Schultz,872,2755633.0,2,21,2022-07-26 15:08:53.359394
Fabio,Kaufmann,1302,5117390.0,1,21,2022-07-26 15:08:53.359394
Jasmin,Fejzic,1360,5894802.0,2,21,2022-07-26 15:08:53.359394
Maurice,Multhaup,1608,2835422.0,2,21,2022-07-26 15:08:53.359394
Anton,Donkor,1911,3211691.0,2,21,2022-07-26 15:08:53.359394
Saulo,Decarli,2025,4781378.0,1,21,2022-07-26 15:08:53.359394
Niko,Kijewski,2027,5306010.0,1,21,2022-07-26 15:08:53.359394
Ron Thorben,Hoffmann,2100,5561048.0,1,21,2022-07-26 15:08:53.359394
Brian,Behrendt,2411,5509832.0,1,21,2022-07-26 15:08:53.359394
Jannis,Nikolaou,2482,4190989.0,2,21,2022-07-26 15:08:53.359394
Benjamin,Girth,2486,492430.0,0,21,2022-07-26 15:08:53.359394
Luc,Ihorst,2672,1795024.0,2,21,2022-07-26 15:08:53.359394
Immanuel,Pherai,2691,5508748.0,1,21,2022-07-26 15:08:53.359394
Mehmet,Ibrahimi,3162,566614.0,1,21,2022-07-26 15:08:53.359394
Philipp,Strompf,3427,2247461.0,1,21,2022-07-26 15:08:53.359394
Enrique Manuel,Peña Zauner,3428,2070760.0,2,21,2022-07-26 15:08:53.359394
Lennart,Schulze Kökelsum,3429,486672.0,0,21,2022-07-26 15:08:53.359394
Luis,Görlich,3431,856980.0,2,21,2022-07-26 15:08:53.359394
Yari,Otto,3433,1369534.0,2,21,2022-07-26 15:08:53.359394
Bryan,Henning,3434,3322352.0,2,21,2022-07-26 15:08:53.359394
Lion,Lauberbach,3435,4657464.0,1,21,2022-07-26 15:08:53.359394
Danilo,Wiebe,3437,1103395.0,2,21,2022-07-26 15:08:53.359394
Jan-Hendrik,Marx,3439,3957465.0,1,21,2022-07-26 15:08:53.359394
Fabian,Klos,1115,11204722.0,1,22,2022-07-26 15:08:53.359394
Marc,Rzatkowski,1523,3874362.0,2,22,2022-07-26 15:08:53.359394
Oliver,Hüsing,1552,11169252.0,2,22,2022-07-26 15:08:53.359394
Stefanos,Kapino,1595,10434553.0,1,22,2022-07-26 15:08:53.359394
Robin,Hack,2074,10051965.0,2,22,2022-07-26 15:08:53.359394
Manuel,Prietl,2416,7091636.0,2,22,2022-07-26 15:08:53.359394
Janni,Serra,2474,10457546.0,2,22,2022-07-26 15:08:53.359394
Masaya,Okugawa,2494,13936359.0,1,22,2022-07-26 15:08:53.359394
Sebastian,Vasiliadis,2502,5818280.0,2,22,2022-07-26 15:08:53.359394
Florian,Krüger,2581,7423217.0,2,22,2022-07-26 15:08:53.359394
Frederik,Jäkel,2675,7886059.0,1,22,2022-07-26 15:08:53.359394
Jomaine,Consbruch,2827,1496421.0,2,22,2022-07-26 15:08:53.359394
Christian,Gebauer,2844,2109339.0,2,22,2022-07-26 15:08:53.359394
Noel,Niemann,2848,748094.0,2,22,2022-07-26 15:08:53.359394
Nathan,De Medina,2849,3925556.0,2,22,2022-07-26 15:08:53.359394
Vladislav,Cherny,2880,547409.0,2,22,2022-07-26 15:08:53.359394
Bryan,Lasme,3022,5963379.0,2,22,2022-07-26 15:08:53.359394
Guilherme,Magro Pires Ramos,3023,6199831.0,2,22,2022-07-26 15:08:53.359394
Arne,Schulz,3074,513856.0,2,22,2022-07-26 15:08:53.359394
Andrés Alberto,Andrade,3142,7328634.0,1,22,2022-07-26 15:08:53.359394
Burak,İnce,3185,2940934.0,2,22,2022-07-26 15:08:53.359394
George Oluwaseun,Bello,3197,3903434.0,2,22,2022-07-26 15:08:53.359394
Silvan,Sidler,3508,4384226.0,2,22,2022-07-26 15:08:53.359394
Benjamin,Kanuric,3553,1836235.0,2,22,2022-07-26 15:08:53.359394
Thomas,Meißner,79,2642347.0,2,23,2022-07-26 15:08:53.359394
John,Verhoek,1454,11429295.0,2,23,2022-07-26 15:08:53.359394
Damian,Rossbach,1601,8684367.0,1,23,2022-07-26 15:08:53.359394
Lukas,Fröde,1666,8382961.0,2,23,2022-07-26 15:08:53.359394
Nils-Jonathan,Körber,1694,1792369.0,2,23,2022-07-26 15:08:53.359394
Lukas,Hinterseer,1724,3389177.0,1,23,2022-07-26 15:08:53.359394
John-Patrick,Strauß,1874,3699326.0,2,23,2022-07-26 15:08:53.359394
Pascal,Breier,2175,2337777.0,2,23,2022-07-26 15:08:53.359394
Simon,Rhein,2353,5863430.0,2,23,2022-07-26 15:08:53.359394
Haris,Duljevic,2407,4252173.0,1,23,2022-07-26 15:08:53.359394
Kai,Pröger,2457,6544560.0,2,23,2022-07-26 15:08:53.359394
Frederic,Ananou,2517,4129715.0,2,23,2022-07-26 15:08:53.359394
Svante,Ingelsson,2906,4578196.0,2,23,2022-07-26 15:08:53.359394
Morris,Schröter,3321,3265986.0,2,23,2022-07-26 15:08:53.359394
Lukas,Scherff,3441,553039.0,1,23,2022-07-26 15:08:53.359394
Nils Gustav Georg,Fröling,3442,1717573.0,2,23,2022-07-26 15:08:53.359394
Theo Gunnar,Martens,3444,677715.0,2,23,2022-07-26 15:08:53.359394
Maurice Jerome,Litka,3445,505242.0,0,23,2022-07-26 15:08:53.359394
Ryan Patrick,Malone,3446,8069301.0,1,23,2022-07-26 15:08:53.359394
Kevin,Schumacher,3447,998487.0,2,23,2022-07-26 15:08:53.359394
Nico,Neidhart,3449,4791086.0,2,23,2022-07-26 15:08:53.359394
Markus,Kolke,3450,9450530.0,2,23,2022-07-26 15:08:53.359394
Ridge,Munsy,3451,1948290.0,2,23,2022-07-26 15:08:53.359394
Oliver,Daedlow,3462,712449.0,1,23,2022-07-26 15:08:53.359394
Dennis,Dressel,3513,3857164.0,1,23,2022-07-26 15:08:53.359394
Sébastien,Thill,3514,6076494.0,2,23,2022-07-26 15:08:53.359394
Benno,Dietze,3546,740156.0,1,23,2022-07-26 15:08:53.359394
Philipp,Hofmann,46,7096590.0,1,24,2022-07-26 15:08:53.359394
Konstantinos,Stafylidis,616,2901988.0,2,24,2022-07-26 15:08:53.359394
Kevin,Stöger,619,3112901.0,2,24,2022-07-26 15:08:53.359394
Michael,Esser,1158,2067571.0,2,24,2022-07-26 15:08:53.359394
Manuel,Riemann,1405,16135588.0,1,24,2022-07-26 15:08:53.359394
Anthony,Losilla,1514,10133250.0,1,24,2022-07-26 15:08:53.359394
Simon,Zoller,1534,4855760.0,2,24,2022-07-26 15:08:53.359394
Danilo,Soares,1544,7608881.0,2,24,2022-07-26 15:08:53.359394
Gerrit,Holtmann,1881,8958586.0,1,24,2022-07-26 15:08:53.359394
Takuma,Asano,2079,4302686.0,2,24,2022-07-26 15:08:53.359394
Silvère,Ganvoula,2469,2501033.0,2,24,2022-07-26 15:08:53.359394
Philipp,Förster,2526,3284110.0,2,24,2022-07-26 15:08:53.359394
Christopher,Antwi-Adjei,2539,580668.0,2,24,2022-07-26 15:08:53.359394
Patrick,Osterhage,2722,746986.0,2,24,2022-07-26 15:08:53.359394
Cristian,Gamboa,2990,3395748.0,2,24,2022-07-26 15:08:53.359394
Tarsis,Bonga,2993,501355.0,0,24,2022-07-26 15:08:53.359394
Erhan,Mašović,2994,4850570.0,1,24,2022-07-26 15:08:53.359394
Konstantinos-Vassilios,Lampropoulos,2997,1682754.0,2,24,2022-07-26 15:08:53.359394
Paul,Grave,2998,497464.0,0,24,2022-07-26 15:08:53.359394
Jordi,Osei-Tutu,3483,507312.0,0,24,2022-07-26 15:08:53.359394
Saidy,Janko,3484,1128886.0,2,24,2022-07-26 15:08:53.359394
Jacek,Góralski,3485,2634051.0,2,24,2022-07-26 15:08:53.359394
Ivan,Ordets,3558,5613484.0,1,24,2022-07-26 15:08:53.359394
Marco,Thiede,30,8504190.0,2,27,2022-07-26 15:08:53.359394
Florian,Ballas,169,3291923.0,2,27,2022-07-26 15:08:53.359394
Sebastian,Jung,476,3539138.0,2,27,2022-07-26 15:08:53.359394
Marius,Gersbeck,667,8481087.0,2,27,2022-07-26 15:08:53.359394
Daniel,Gordon,1009,8072717.0,2,27,2022-07-26 15:08:53.359394
Kyoung-Rok,Choi,1343,8316394.0,2,27,2022-07-26 15:08:53.359394
Lucas,Cueto,1585,2857804.0,1,27,2022-07-26 15:08:53.359394
Marvin,Wanitzek,1668,17216199.0,2,27,2022-07-26 15:08:53.359394
Philip,Heise,1681,10831429.0,2,27,2022-07-26 15:08:53.359394
Jerome,Gondorf,1716,8301352.0,2,27,2022-07-26 15:08:53.359394
Kilian,Jakob,2149,2081617.0,2,27,2022-07-26 15:08:53.359394
Fabian,Schleusener,2442,5339192.0,2,27,2022-07-26 15:08:53.359394
Marcel,Franke,2637,9498170.0,2,27,2022-07-26 15:08:53.359394
Paul,Nebel,2895,4334457.0,2,27,2022-07-26 15:08:53.359394
Felix Omoruyi,Irorere,3076,502997.0,2,27,2022-07-26 15:08:53.359394
Kai,Eisele,3161,3196171.0,1,27,2022-07-26 15:08:53.359394
Mikkel,Kaufmann Sørensen,3289,4363000.0,2,27,2022-07-26 15:08:53.359394
Christoph,Kobald,3324,5954170.0,2,27,2022-07-26 15:08:53.359394
Max,Weiß,3325,496112.0,0,27,2022-07-26 15:08:53.359394
Lazar,Mirković,3327,993915.0,1,27,2022-07-26 15:08:53.359394
Tim,Breithaupt,3329,5578005.0,2,27,2022-07-26 15:08:53.359394
Leon,Jensen,3330,493473.0,0,27,2022-07-26 15:08:53.359394
Malik,Batmaz,3331,1242564.0,2,27,2022-07-26 15:08:53.359394
Tim,Rossmann,3335,1539199.0,1,27,2022-07-26 15:08:53.359394
Stefano,Marino,3336,763899.0,1,27,2022-07-26 15:08:53.359394
Daniel Michael,O'Shaughnessy,3337,2647882.0,2,27,2022-07-26 15:08:53.359394
Kelvin,Arase,3524,4023433.0,2,27,2022-07-26 15:08:53.359394
Simone,Rapp,4255,1738671.0,2,27,2022-07-26 15:08:53.359394
Anthony,Modeste,684,30738156.0,1,28,2022-07-26 15:08:53.359394
Benno,Schmitz,1229,9642782.0,2,28,2022-07-26 15:08:53.359394
Timo,Horn,1245,2705048.0,2,28,2022-07-26 15:08:53.359394
Jonas,Hector,1256,19115036.0,2,28,2022-07-26 15:08:53.359394
Marvin,Schwäbe,1580,11993029.0,1,28,2022-07-26 15:08:53.359394
Mark,Uth,1725,18289399.0,2,28,2022-07-26 15:08:53.359394
Florian,Kainz,1903,16522636.0,1,28,2022-07-26 15:08:53.359394
Ondrej,Duda,1919,2910215.0,2,28,2022-07-26 15:08:53.359394
Timo,Hübers,2069,14202526.0,1,28,2022-07-26 15:08:53.359394
Linton,Maina,2201,4434198.0,2,28,2022-07-26 15:08:53.359394
Kingsley,Schindler,2213,1221289.0,2,28,2022-07-26 15:08:53.359394
Luca,Kilian,2349,8857999.0,1,28,2022-07-26 15:08:53.359394
Sebastian,Andersson,2394,2333199.0,2,28,2022-07-26 15:08:53.359394
Sargis,Adamyan,2426,7905168.0,1,28,2022-07-26 15:08:53.359394
Niklas,Hauptmann,2483,503256.0,0,28,2022-07-26 15:08:53.359394
Kingsley,Ehizibue,2648,904717.0,2,28,2022-07-26 15:08:53.359394
Eric,Martel,2702,1125435.0,2,28,2022-07-26 15:08:53.359394
Ellyes,Skhiri,2718,17417941.0,2,28,2022-07-26 15:08:53.359394
Steffen,Tigges,2749,4482392.0,2,28,2022-07-26 15:08:53.359394
Jan,Thielmann,2765,3072345.0,2,28,2022-07-26 15:08:53.359394
Tim,Lemperle,2803,950376.0,2,28,2022-07-26 15:08:53.359394
Bright Akwo,Arrey-Mbi,2847,579908.0,2,28,2022-07-26 15:08:53.359394
Dimitris,Limnios,2903,497611.0,0,28,2022-07-26 15:08:53.359394
Dejan,Ljubičić,3029,6361981.0,2,28,2022-07-26 15:08:53.359394
Jonas,Urbig,3072,504379.0,0,28,2022-07-26 15:08:53.359394
Mathias Flaga,Olesen,3167,2430937.0,1,28,2022-07-26 15:08:53.359394
Julian,Chabot,3190,509065.0,2,28,2022-07-26 15:08:53.359394
Kristian,Pedersen,3472,2930774.0,2,28,2022-07-26 15:08:53.359394
Denis,Huseinbasic,3500,2115420.0,1,28,2022-07-26 15:08:53.359394
Florian,Dietz,4252,505468.0,0,28,2022-07-26 15:08:53.359394
Robert,Leipertz,1189,9181774.0,1,29,2022-07-26 15:08:53.359394
Leopold,Zingerle,1225,1990633.0,2,29,2022-07-26 15:08:53.359394
Uwe,Hünemeier,1350,10164387.0,2,29,2022-07-26 15:08:53.359394
Marco,Schuster,1563,7658724.0,2,29,2022-07-26 15:08:53.359394
Felix,Platte,1663,8952444.0,1,29,2022-07-26 15:08:53.359394
Jannik,Huth,1767,12948780.0,1,29,2022-07-26 15:08:53.359394
Raphael,Obermair,2015,6903913.0,1,29,2022-07-26 15:08:53.359394
Robin,Bormuth,2256,2314127.0,2,29,2022-07-26 15:08:53.359394
Florent,Muslija,2346,11439056.0,1,29,2022-07-26 15:08:53.359394
Jonas,Carls,2385,2063400.0,1,29,2022-07-26 15:08:53.359394
Tobias,Müller,2441,3880576.0,2,29,2022-07-26 15:08:53.359394
Kelvin,Ofori,2726,1090178.0,2,29,2022-07-26 15:08:53.359394
Dennis,Srbeny,2769,7442682.0,1,29,2022-07-26 15:08:53.359394
Julian,Justvan,2793,13288621.0,1,29,2022-07-26 15:08:53.359394
Moritz,Schulze,2853,640861.0,2,29,2022-07-26 15:08:53.359394
Ron,Schallenberg,2876,13664292.0,1,29,2022-07-26 15:08:53.359394
Richmond,Tachie,2882,2587120.0,2,29,2022-07-26 15:08:53.359394
Jannis,Heuer,3031,6327866.0,1,29,2022-07-26 15:08:53.359394
Marcel,Mehlem,3032,3014404.0,2,29,2022-07-26 15:08:53.359394
Jasper,van der Werff,3033,10130371.0,1,29,2022-07-26 15:08:53.359394
John Warwick,Iredale,3040,603970.0,2,29,2022-07-26 15:08:53.359394
Sirlord Calvin,Conteh,3396,7226951.0,1,29,2022-07-26 15:08:53.359394
Adrian,Gryszkiewicz,3489,3780466.0,2,29,2022-07-26 15:08:53.359394
Kai,Klefisch,3490,500881.0,0,29,2022-07-26 15:08:53.359394
Sebastian,Klaas,3491,498020.0,0,29,2022-07-26 15:08:53.359394
